city_name,country_code,region,population,upd_date,lat,lon
Satu Mare,RO,Europe/Bucharest,112490,2019-09-05,47.799259,22.862551
Ramnicu Valcea,RO,Europe/Bucharest,107558,2020-12-01,45.099998,24.366671
Ploiesti,RO,Europe/Bucharest,228851,2016-02-07,44.950001,26.01667
Pitesti,RO,Europe/Bucharest,167669,2020-06-10,44.849998,24.866671
Piatra Neamt,RO,Europe/Bucharest,102688,2016-02-07,46.916672,26.33333
Oradea,RO,Europe/Bucharest,206614,2020-05-14,47.045799,21.918329
Iasi,RO,Europe/Bucharest,318012,2019-09-05,47.166672,27.6
Galati,RO,Europe/Bucharest,294087,2019-04-18,45.436871,28.05028
Drobeta-Turnu Severin,RO,Europe/Bucharest,102346,2021-03-18,44.62693,22.65288
Craiova,RO,Europe/Bucharest,304142,2019-09-05,44.316669,23.799999
Constanta,RO,Europe/Bucharest,303399,2019-10-04,44.180729,28.634319
Cluj-Napoca,RO,Europe/Bucharest,316748,2020-06-10,46.76667,23.6
Buzau,RO,Europe/Bucharest,130954,2020-06-10,45.150002,26.83333
Bucharest,RO,Europe/Bucharest,1877155,2016-02-07,44.432251,26.10626
Brasov,RO,Europe/Bucharest,276088,2021-03-16,45.648609,25.606131
Braila,RO,Europe/Bucharest,213569,2020-06-01,45.271519,27.974291
Botosani,RO,Europe/Bucharest,114783,2019-04-18,47.75,26.66667
Baia Mare,RO,Europe/Bucharest,136553,2017-10-28,47.657291,23.568081
Bacau,RO,Europe/Bucharest,171396,2019-04-18,46.567181,26.913839
Arad,RO,Europe/Bucharest,169065,2017-07-04,46.183331,21.316669
Sector 1,RO,Europe/Bucharest,225453,2017-11-24,44.49239,26.048309
Sector 2,RO,Europe/Bucharest,345370,2017-11-24,44.452801,26.133209
Sector 3,RO,Europe/Bucharest,385439,2017-11-24,44.423401,26.168739
Sector 4,RO,Europe/Bucharest,287828,2017-11-24,44.37571,26.12085
Sector 5,RO,Europe/Bucharest,271575,2017-11-24,44.388081,26.07144
Sector 6,RO,Europe/Bucharest,367760,2017-11-24,44.435791,26.016491
Zemun,RS,Europe/Belgrade,155591,2020-06-18,44.845798,20.401159
Nis,RS,Europe/Belgrade,250000,2020-01-31,43.324718,21.90333
Kragujevac,RS,Europe/Belgrade,147473,2019-09-05,44.01667,20.91667
Cacak,RS,Europe/Belgrade,117072,2019-09-05,43.891392,20.34972
Belgrade,RS,Europe/Belgrade,1273651,2020-01-31,44.804008,20.46513
Subotica,RS,Europe/Belgrade,100000,2020-10-05,46.099998,19.66667
Novi Sad,RS,Europe/Belgrade,215400,2019-09-05,45.251671,19.836941
Zyuzino,RU,Europe/Moscow,121000,2013-04-02,55.656078,37.568459
Zyablikovo,RU,Europe/Moscow,129000,2016-04-01,55.616669,37.76667
Zlatoust,RU,Asia/Yekaterinburg,191366,2019-09-05,55.171108,59.650829
Zhulebino,RU,Europe/Moscow,150000,2014-02-06,55.700001,37.849998
Zheleznodorozhnyy,RU,Europe/Moscow,141648,2016-04-11,55.743999,38.016842
Zelenograd,RU,Europe/Moscow,215727,2010-03-25,55.982498,37.181389
Yoshkar-Ola,RU,Europe/Moscow,279100,2016-11-23,56.638771,47.890781
Yelets,RU,Europe/Moscow,115688,2019-09-05,52.623661,38.50169
Yasenevo,RU,Europe/Moscow,180000,2021-01-26,55.606861,37.519909
Yaroslavl,RU,Europe/Moscow,606730,2019-09-05,57.629871,39.87368
Vykhino-Zhulebino,RU,Europe/Moscow,216000,2014-02-06,55.701962,37.811779
Voronezh,RU,Europe/Moscow,848752,2021-08-08,51.672039,39.184299
Volzhskiy,RU,Europe/Volgograd,323293,2016-12-14,48.785831,44.779732
Vologda,RU,Europe/Moscow,314900,2019-09-05,59.2239,39.88398
Volgograd,RU,Europe/Volgograd,1011417,2019-09-05,48.719391,44.501831
Volgodonsk,RU,Europe/Moscow,167731,2019-09-05,47.513611,42.15139
Vladimir,RU,Europe/Moscow,310024,2019-09-05,56.136551,40.39658
Vladikavkaz,RU,Europe/Moscow,317370,2019-09-05,43.036671,44.667782
Veshnyaki,RU,Europe/Moscow,122000,2016-04-03,55.72393,37.819519
Velikiye Luki,RU,Europe/Moscow,103149,2012-01-17,56.34,30.54517
Ulyanovsk,RU,Europe/Ulyanovsk,640680,2019-09-05,54.328239,48.38657
Ukhta,RU,Europe/Moscow,102187,2019-09-05,63.567051,53.683479
Ufa,RU,Asia/Yekaterinburg,1033338,2019-09-05,54.743061,55.967789
Tver,RU,Europe/Moscow,400212,2019-09-05,56.85836,35.90057
Tula,RU,Europe/Moscow,468825,2019-09-05,54.196091,37.618221
Troparevo,RU,Europe/Moscow,118000,2016-04-06,55.65625,37.484959
Tolyatti,RU,Europe/Samara,702879,2021-08-03,53.5303,49.3461
Tyoply Stan,RU,Europe/Moscow,125000,2016-03-31,55.620468,37.493382
Tekstil'shchiki,RU,Europe/Moscow,100000,2020-06-10,55.700329,37.74271
Tambov,RU,Europe/Moscow,290933,2019-09-05,52.731689,41.44326
Taganrog,RU,Europe/Moscow,279056,2021-07-08,47.236271,38.9053
Taganskiy,RU,Europe/Moscow,116000,2014-01-31,55.73333,37.666672
Syzran',RU,Europe/Samara,189338,2020-06-10,53.158501,48.468102
Syktyvkar,RU,Europe/Moscow,230139,2019-09-05,61.664001,50.814999
Strogino,RU,Europe/Moscow,152000,2013-04-02,55.818378,37.412239
Sterlitamak,RU,Asia/Yekaterinburg,267231,2019-09-05,53.624619,55.95015
Stavropol',RU,Europe/Moscow,363064,2020-06-10,45.042801,41.9734
Staryy Oskol,RU,Europe/Moscow,226977,2016-12-04,51.296669,37.841671
Solntsevo,RU,Europe/Moscow,120000,2012-09-20,55.637112,37.381149
Solikamsk,RU,Asia/Yekaterinburg,100812,2019-09-05,59.631599,56.768501
Sochi,RU,Europe/Moscow,327608,2014-01-09,43.599171,39.725689
Smolensk,RU,Europe/Moscow,320991,2019-09-05,54.781799,32.0401
Shchukino,RU,Europe/Moscow,102000,2013-04-02,55.799999,37.450001
Shchelkovo,RU,Europe/Moscow,113000,2016-05-04,55.924969,37.972179
Shakhty,RU,Europe/Moscow,221312,2019-09-05,47.70911,40.214432
Severodvinsk,RU,Europe/Moscow,194292,2019-09-05,64.563499,39.8302
Severnyy,RU,Europe/Moscow,200000,2013-03-31,55.935829,37.548889
Serpukhov,RU,Europe/Moscow,128158,2016-12-20,54.915779,37.41114
Sergiyev Posad,RU,Europe/Moscow,109252,2012-01-17,56.299999,38.133331
Saratov,RU,Europe/Saratov,863725,2021-01-22,51.540562,46.00861
Saransk,RU,Europe/Moscow,303394,2019-09-05,54.1838,45.1749
Saint Petersburg,RU,Europe/Moscow,5028000,2020-09-02,59.938629,30.314131
Samara,RU,Europe/Samara,1134730,2019-09-05,53.200069,50.150002
Salavat,RU,Asia/Yekaterinburg,159893,2019-09-05,53.383652,55.90773
Rybinsk,RU,Europe/Moscow,216724,2019-09-05,58.044601,38.84259
Ryazan',RU,Europe/Moscow,520173,2020-06-10,54.6269,39.691601
Rostov-na-Donu,RU,Europe/Moscow,1074482,2019-09-05,47.23135,39.723282
Ramenki,RU,Europe/Moscow,130000,2013-04-02,55.700001,37.5
Pyatigorsk,RU,Europe/Moscow,142865,2016-12-03,44.048611,43.059441
Pushkino,RU,Europe/Moscow,102816,2012-01-17,56.01722,37.866669
Pskov,RU,Europe/Moscow,201990,2019-09-05,57.813599,28.3496
Podolsk,RU,Europe/Moscow,179400,2016-12-20,55.424191,37.554722
Ryazanskiy,RU,Europe/Moscow,101000,2013-04-02,55.73333,37.76667
Petrozavodsk,RU,Europe/Moscow,265025,2019-09-05,61.784908,34.346909
Pervouralsk,RU,Asia/Yekaterinburg,133600,2021-08-02,56.905281,59.943611
Perm,RU,Asia/Yekaterinburg,982419,2019-09-05,58.01046,56.250172
Novo-Peredelkino,RU,Europe/Moscow,115536,2014-06-10,55.645279,37.335831
Penza,RU,Europe/Moscow,512602,2019-09-05,53.200661,45.004639
Orsk,RU,Asia/Yekaterinburg,246836,2019-09-05,51.204868,58.566849
Orenburg,RU,Asia/Yekaterinburg,550204,2020-10-15,51.772701,55.098801
Orel,RU,Europe/Moscow,324200,2020-06-10,52.96508,36.078491
Orekhovo-Zuyevo,RU,Europe/Moscow,120000,2019-09-05,55.806721,38.961781
Orekhovo-Borisovo Severnoye,RU,Europe/Moscow,128000,2016-04-01,55.616669,37.683331
Oktyabr'skiy,RU,Asia/Yekaterinburg,108200,2020-06-10,54.481468,53.471031
Odintsovo,RU,Europe/Moscow,137041,2019-09-05,55.677979,37.277729
Ochakovo-Matveyevskoye,RU,Europe/Moscow,114000,2013-04-02,55.684319,37.446541
Obninsk,RU,Europe/Moscow,107392,2019-09-05,55.096809,36.610062
Novyye Kuz'minki,RU,Europe/Moscow,143000,2013-04-02,55.700001,37.75
Novyye Cheremushki,RU,Europe/Moscow,101000,2013-04-02,55.700001,37.583328
Novotroitsk,RU,Asia/Yekaterinburg,106186,2019-09-05,51.203011,58.326649
Novorossiysk,RU,Europe/Moscow,241856,2017-01-21,44.724388,37.767521
Novomoskovsk,RU,Europe/Moscow,130982,2019-09-05,54.010502,38.284599
Novokuybyshevsk,RU,Europe/Samara,111800,2020-10-25,53.095901,49.946201
Novocherkassk,RU,Europe/Moscow,166974,2019-09-05,47.420959,40.09185
Novocheboksarsk,RU,Europe/Moscow,128468,2012-01-17,56.11095,47.477551
Velikiy Novgorod,RU,Europe/Moscow,215062,2016-12-20,58.521309,31.27104
Noginsk,RU,Europe/Moscow,115979,2019-09-05,55.86647,38.443802
Nizhny Tagil,RU,Asia/Yekaterinburg,381116,2017-10-12,57.919441,59.965
Nizhniy Novgorod,RU,Europe/Moscow,1284164,2020-11-01,56.328671,44.002048
Nizhnekamsk,RU,Europe/Moscow,234297,2019-09-05,55.63657,51.824471
Nevinnomyssk,RU,Europe/Moscow,134345,2019-09-05,44.633301,41.944401
Neftekamsk,RU,Asia/Yekaterinburg,126805,2019-09-05,56.091999,54.266102
Nazran',RU,Europe/Moscow,164131,2020-06-10,43.225971,44.773232
Nalchik,RU,Europe/Moscow,272800,2021-08-02,43.498058,43.618889
Naberezhnyye Chelny,RU,Europe/Moscow,509870,2014-03-14,55.725449,52.411221
Mytishchi,RU,Europe/Moscow,160542,2019-09-05,55.911629,37.730759
Murom,RU,Europe/Moscow,126931,2019-09-05,55.575001,42.042599
Murmansk,RU,Europe/Moscow,319263,2020-12-18,68.979172,33.09251
Moscow,RU,Europe/Moscow,10381222,2020-03-31,55.75222,37.615559
Maykop,RU,Europe/Moscow,144055,2016-11-23,44.60778,40.105831
Mar'ino,RU,Europe/Moscow,243000,2013-04-02,55.650002,37.716671
Makhachkala,RU,Europe/Moscow,497959,2016-11-23,42.976379,47.502361
Magnitogorsk,RU,Asia/Yekaterinburg,413351,2019-09-05,53.41861,59.047218
Lyublino,RU,Europe/Moscow,172000,2020-10-29,55.67738,37.760052
Lyubertsy,RU,Europe/Moscow,154650,2019-09-05,55.677189,37.893219
Lipetsk,RU,Europe/Moscow,515655,2019-09-05,52.603111,39.570759
Tsaritsyno,RU,Europe/Moscow,123000,2019-08-13,55.625401,37.650318
Kuz'minki,RU,Europe/Moscow,143000,2013-04-02,55.700001,37.799999
Kursk,RU,Europe/Moscow,409431,2012-01-17,51.737331,36.187351
Krasnodar,RU,Europe/Moscow,649851,2019-02-27,45.044842,38.976028
Presnenskiy,RU,Europe/Moscow,122000,2018-11-14,55.75,37.549999
Kovrov,RU,Europe/Moscow,154224,2019-09-05,56.35722,41.319172
Kostroma,RU,Europe/Moscow,277656,2019-09-05,57.766472,40.926861
Kolpino,RU,Europe/Moscow,138979,2019-09-05,59.75069,30.58856
Kolomna,RU,Europe/Moscow,147690,2019-09-05,55.079441,38.778332
Kislovodsk,RU,Europe/Moscow,132771,2019-09-05,43.91333,42.720829
Kirov,RU,Europe/Kirov,457383,2019-09-05,58.596649,49.660069
Khoroshevo-Mnevniki,RU,Europe/Moscow,159000,2013-04-02,55.78363,37.471371
Khimki,RU,Europe/Moscow,239967,2019-09-05,55.897041,37.429691
Khasavyurt,RU,Europe/Moscow,126829,2016-12-02,43.2509,46.587662
Kazan,RU,Europe/Moscow,1104738,2019-09-05,55.788738,49.122139
Kamyshin,RU,Europe/Volgograd,128626,2019-09-05,50.098331,45.416012
Kaluga,RU,Europe/Moscow,338978,2019-09-05,54.529301,36.275421
Korolev,RU,Europe/Moscow,139798,2019-01-18,55.914169,37.825562
Kaliningrad,RU,Europe/Kaliningrad,434954,2019-09-05,54.70649,20.51095
Izmaylovo,RU,Europe/Moscow,104000,2013-04-02,55.78677,37.801651
Izhevsk,RU,Europe/Samara,631038,2019-09-05,56.849758,53.204479
Ivanovskoye,RU,Europe/Moscow,128000,2016-04-01,55.76667,37.833328
Ivanovo,RU,Europe/Moscow,420839,2019-09-05,56.997189,40.97139
Groznyy,RU,Europe/Moscow,226100,2017-11-03,43.311951,45.68895
Gol'yanovo,RU,Europe/Moscow,158000,2013-04-02,55.82299,37.813061
Glazov,RU,Europe/Samara,100676,2019-09-05,58.139301,52.658001
Engels,RU,Europe/Saratov,196011,2021-08-02,51.483891,46.105282
Elista,RU,Europe/Moscow,106971,2019-09-05,46.307781,44.255829
Elektrostal',RU,Europe/Moscow,144387,2014-03-13,55.789589,38.446709
Dzerzhinsk,RU,Europe/Moscow,233126,2016-11-20,56.241428,43.455391
Dimitrovgrad,RU,Europe/Ulyanovsk,132226,2019-09-05,54.21386,49.618382
Derbent,RU,Europe/Moscow,105965,2019-09-05,42.067791,48.289871
Cherkessk,RU,Europe/Moscow,116224,2016-12-02,44.223331,42.057781
Cherepovets,RU,Europe/Moscow,315738,2019-09-05,59.133331,37.900002
Cheremushki,RU,Europe/Moscow,106587,2016-04-03,55.66473,37.561352
Cheboksary,RU,Europe/Moscow,446781,2019-09-05,56.132221,47.251942
Bryansk,RU,Europe/Moscow,427236,2013-01-11,53.25209,34.37167
Brateyevo,RU,Europe/Moscow,102000,2016-04-01,55.63755,37.764381
Bogorodskoye,RU,Europe/Moscow,103000,2017-11-17,55.81353,37.716171
Biryulevo,RU,Europe/Moscow,144000,2013-04-02,55.586349,37.677811
Bibirevo,RU,Europe/Moscow,159000,2018-11-14,55.883331,37.599998
Berezniki,RU,Asia/Yekaterinburg,167748,2019-09-05,59.4091,56.8204
Belgorod,RU,Europe/Moscow,345289,2019-09-05,50.610741,36.580151
Bataysk,RU,Europe/Moscow,109962,2012-01-17,47.139751,39.751808
Balashikha,RU,Europe/Moscow,150103,2019-09-05,55.809448,37.958061
Balakovo,RU,Europe/Saratov,199572,2019-09-05,52.027821,47.800701
Astrakhan,RU,Europe/Astrakhan,502533,2019-09-05,46.349682,48.04076
Arzamas,RU,Europe/Moscow,109479,2019-09-05,55.394852,43.83992
Armavir,RU,Europe/Moscow,199548,2019-09-05,44.989201,41.123402
Arkhangel'sk,RU,Europe/Moscow,356051,2020-06-10,64.5401,40.543301
Al'met'yevsk,RU,Europe/Moscow,140437,2016-11-25,54.904419,52.315399
Yekaterinburg,RU,Asia/Yekaterinburg,1349772,2020-08-11,56.851898,60.612202
Tyumen,RU,Asia/Yekaterinburg,519119,2019-09-05,57.152222,65.527222
Tomsk,RU,Asia/Tomsk,485519,2019-09-05,56.497711,84.974373
Tobolsk,RU,Asia/Yekaterinburg,113800,2021-08-02,58.198071,68.25457
Surgut,RU,Asia/Yekaterinburg,300367,2019-09-05,61.25,73.416672
Rubtsovsk,RU,Asia/Barnaul,161065,2019-09-05,51.514729,81.206131
Prokop'yevsk,RU,Asia/Novokuznetsk,219000,2020-06-10,53.905899,86.719002
Omsk,RU,Asia/Omsk,1129281,2019-09-05,54.992439,73.368591
Noyabrsk,RU,Asia/Yekaterinburg,110000,2013-12-01,63.193089,75.437279
Novosibirsk,RU,Asia/Novosibirsk,1419007,2019-09-05,55.0415,82.934601
Novokuznetsk,RU,Asia/Novokuznetsk,539616,2019-09-05,53.755699,87.109901
Norilsk,RU,Asia/Krasnoyarsk,140800,2019-09-05,69.3535,88.202698
Nizhnevartovsk,RU,Asia/Yekaterinburg,244937,2019-09-05,60.934399,76.553101
Nefteyugansk,RU,Asia/Yekaterinburg,112632,2014-06-26,61.099789,72.603493
Miass,RU,Asia/Yekaterinburg,167500,2019-09-05,55.044998,60.10833
Mezhdurechensk,RU,Asia/Novokuznetsk,101026,2019-09-05,53.694172,88.06028
Leninsk-Kuznetsky,RU,Asia/Novokuznetsk,109023,2019-09-05,54.6567,86.173698
Kyzyl,RU,Asia/Krasnoyarsk,108240,2019-09-05,51.710812,94.453377
Kurgan,RU,Asia/Yekaterinburg,343129,2019-09-05,55.450001,65.333328
Krasnoyarsk,RU,Asia/Krasnoyarsk,927200,2020-09-17,56.018391,92.867172
Kiselevsk,RU,Asia/Novokuznetsk,104000,2020-06-10,53.990002,86.662102
Kemerovo,RU,Asia/Novokuznetsk,477090,2019-09-05,55.333328,86.083328
Kansk,RU,Asia/Krasnoyarsk,101502,2019-09-05,56.201672,95.717499
Kamensk-Ural'skiy,RU,Asia/Yekaterinburg,182500,2020-06-10,56.418499,61.932899
Chelyabinsk,RU,Asia/Yekaterinburg,1062919,2021-08-08,55.154018,61.42915
Biysk,RU,Asia/Barnaul,215430,2016-11-29,52.536388,85.207222
Barnaul,RU,Asia/Barnaul,599579,2020-02-21,53.360561,83.763611
Achinsk,RU,Asia/Krasnoyarsk,117634,2019-09-05,56.269402,90.499298
Abakan,RU,Asia/Krasnoyarsk,167289,2019-09-05,53.715561,91.429169
Seversk,RU,Asia/Tomsk,109844,2019-09-05,56.600559,84.886391
Yakutsk,RU,Asia/Yakutsk,235600,2020-12-15,62.03389,129.73306
Vladivostok,RU,Asia/Vladivostok,587022,2019-09-05,43.105621,131.87354
Ust'-Ilimsk,RU,Asia/Irkutsk,100271,2017-01-22,58.000561,102.66194
Ussuriysk,RU,Asia/Vladivostok,157068,2016-12-03,43.80291,131.94579
Ulan-Ude,RU,Asia/Irkutsk,360278,2019-09-04,51.827209,107.60627
Nakhodka,RU,Asia/Vladivostok,146920,2019-09-05,42.813839,132.87347
Komsomolsk-on-Amur,RU,Asia/Vladivostok,275908,2016-12-03,50.550339,137.00995
Khabarovsk,RU,Asia/Vladivostok,579000,2019-09-05,48.482712,135.08379
Irkutsk,RU,Asia/Irkutsk,586695,2019-09-05,52.297779,104.29639
Chita,RU,Asia/Chita,308500,2017-06-22,52.031712,113.50087
Blagoveshchensk,RU,Asia/Yakutsk,221296,2019-09-05,50.27961,127.5405
Artem,RU,Asia/Vladivostok,102300,2018-08-21,43.359501,132.18887
Angarsk,RU,Asia/Irkutsk,243158,2019-09-05,52.536671,103.88639
Bratsk,RU,Asia/Irkutsk,256600,2019-09-05,56.1325,101.61417
Khabarovsk Vtoroy,RU,Asia/Vladivostok,578303,2012-10-07,48.437759,135.13329
Yuzhno-Sakhalinsk,RU,Asia/Sakhalin,176484,2019-09-05,46.954071,142.73602
Petropavlovsk-Kamchatsky,RU,Asia/Kamchatka,187282,2021-02-01,53.063931,158.6275
Chertanovo Yuzhnoye,RU,Europe/Moscow,142000,2016-04-11,55.590721,37.595188
Orekhovo-Borisovo,RU,Europe/Moscow,144000,2013-04-02,55.612518,37.726391
Petrogradka,RU,Europe/Moscow,130455,2013-06-10,59.965672,30.311541
Vasyl'evsky Ostrov,RU,Europe/Moscow,203058,2013-11-10,59.94091,30.253771
Kalininskiy,RU,Europe/Moscow,504641,2020-02-25,59.99675,30.3899
Krasnogvargeisky,RU,Europe/Moscow,337091,2013-04-12,59.973049,30.47607
Admiralteisky,RU,Europe/Moscow,157897,2013-06-10,59.90839,30.28484
Akademicheskoe,RU,Europe/Moscow,103304,2013-03-29,60.013748,30.394711
Centralniy,RU,Europe/Moscow,214625,2013-06-10,59.93111,30.36072
Kigali,RW,Africa/Kigali,745261,2019-09-05,-1.94995,30.058849
Yanbu,SA,Asia/Riyadh,200161,2017-05-23,24.08954,38.061798
Tabuk,SA,Asia/Riyadh,455450,2015-09-12,28.399799,36.57151
Sultanah,SA,Asia/Riyadh,946697,2012-01-16,24.49258,39.58572
Sakakah,SA,Asia/Riyadh,128332,2015-12-13,29.96974,40.206409
Najran,SA,Asia/Riyadh,258573,2020-06-10,17.493259,44.127659
Mecca,SA,Asia/Riyadh,1323624,2020-05-28,21.42664,39.82563
Khamis Mushait,SA,Asia/Riyadh,387553,2013-11-25,18.299999,42.73333
Jizan,SA,Asia/Riyadh,105198,2014-02-01,16.88917,42.551109
Jeddah,SA,Asia/Riyadh,2867446,2019-10-29,21.49012,39.186241
Ha'il,SA,Asia/Riyadh,267005,2016-01-28,27.521879,41.690731
Hafar Al-Batin,SA,Asia/Riyadh,271642,2017-09-12,28.432791,45.970772
Buraydah,SA,Asia/Riyadh,391336,2018-03-06,26.325991,43.974972
Ta'if,SA,Asia/Riyadh,530848,2015-09-05,21.270281,40.415829
Riyadh,SA,Asia/Riyadh,4205961,2019-09-05,24.687731,46.721851
Arar,SA,Asia/Riyadh,148540,2018-12-07,30.975309,41.038078
Qurayyat,SA,Asia/Riyadh,102903,2016-10-23,31.33176,37.342819
Al Mubarraz,SA,Asia/Riyadh,290802,2017-10-03,25.407681,49.590279
Medina,SA,Asia/Riyadh,1300000,2019-09-05,24.468611,39.61417
Khobar,SA,Asia/Riyadh,165799,2013-11-17,26.27944,50.208328
Al Kharj,SA,Asia/Riyadh,425300,2017-09-13,24.155411,47.334572
Al Jubayl,SA,Asia/Riyadh,237274,2017-11-07,27.017401,49.622509
Al Hufuf,SA,Asia/Riyadh,293179,2017-10-03,25.36467,49.587639
Dammam,SA,Asia/Riyadh,768602,2014-08-19,26.43442,50.10326
Abha,SA,Asia/Riyadh,210886,2018-05-07,18.216391,42.50528
Sabt Alalayah,SA,Asia/Riyadh,100000,2020-06-26,19.577299,41.96357
Wad Medani,SD,Africa/Khartoum,332714,2018-03-29,14.40118,33.51989
Omdurman,SD,Africa/Khartoum,1200000,2012-02-02,15.64453,32.47773
Singa,SD,Africa/Khartoum,250000,2016-07-17,13.1483,33.931171
Sinnar,SD,Africa/Khartoum,130122,2016-07-17,13.56907,33.567181
Rabak,SD,Africa/Khartoum,135281,2013-05-18,13.18087,32.73999
Nyala,SD,Africa/Khartoum,565734,2017-12-06,12.04888,24.88069
Kosti,SD,Africa/Khartoum,345068,2014-05-28,13.1629,32.663471
Kassala,SD,Africa/Khartoum,401477,2020-01-12,15.45099,36.399979
Port Sudan,SD,Africa/Khartoum,489725,2019-09-05,19.617451,37.216438
Atbara,SD,Africa/Khartoum,107930,2012-01-28,17.702169,33.986382
An Nuhud,SD,Africa/Khartoum,108008,2020-06-11,12.7,28.433331
El Obeid,SD,Africa/Khartoum,393311,2013-12-14,13.18421,30.21669
Al Qadarif,SD,Africa/Khartoum,363945,2017-02-09,14.03493,35.383438
Al Manaqil,SD,Africa/Khartoum,128297,2020-06-11,14.2459,32.989101
Khartoum,SD,Africa/Khartoum,1974647,2011-10-26,15.55177,32.53241
Geneina,SD,Africa/Khartoum,162981,2013-11-10,13.45262,22.44725
El Fasher,SD,Africa/Khartoum,252609,2013-12-14,13.62793,25.34936
El Daein,SD,Africa/Khartoum,264734,2013-08-10,11.46186,26.12583
Ed Damer,SD,Africa/Khartoum,103941,2016-01-07,17.59898,33.97205
Ad-Damazin,SD,Africa/Khartoum,186051,2014-04-20,11.7891,34.3592
Gereida,SD,Africa/Khartoum,120000,2017-12-06,11.27543,25.140261
Vaesteras,SE,Europe/Stockholm,117746,2019-09-05,59.616169,16.552759
Uppsala,SE,Europe/Stockholm,149245,2019-09-05,59.858822,17.638889
Stockholm,SE,Europe/Stockholm,1515017,2019-11-28,59.32938,18.06871
Sollentuna,SE,Europe/Stockholm,139606,2017-03-18,59.42804,17.95093
Soedermalm,SE,Europe/Stockholm,127323,2019-06-13,59.312778,18.075769
OErebro,SE,Europe/Stockholm,115765,2019-09-05,59.27412,15.2066
Malmoe,SE,Europe/Stockholm,301706,2021-03-26,55.605869,13.00073
Linkoeping,SE,Europe/Stockholm,106502,2019-09-05,58.410858,15.62157
Helsingborg,SE,Europe/Stockholm,104250,2019-09-05,56.04673,12.69437
Goeteborg,SE,Europe/Stockholm,572799,2021-08-02,57.707161,11.96679
Singapore,SG,Asia/Singapore,3547809,2016-02-13,1.28967,103.85007
Woodlands,SG,Asia/Singapore,252530,2019-08-08,1.43801,103.78877
Ljubljana,SI,Europe/Ljubljana,272220,2019-09-05,46.051079,14.50513
Kosice,SK,Europe/Bratislava,236563,2021-01-13,48.713951,21.25808
Bratislava,SK,Europe/Bratislava,423737,2019-09-05,48.148159,17.106741
Kenema,SL,Africa/Freetown,143137,2014-12-03,7.8768702,-11.19025
Freetown,SL,Africa/Freetown,802639,2019-10-28,8.4871397,-13.2356
Bo,SL,Africa/Freetown,174354,2012-01-18,7.9647198,-11.73833
Ziguinchor,SN,Africa/Dakar,159778,2016-12-03,12.56801,-16.27326
Touba,SN,Africa/Dakar,529176,2012-07-14,14.85,-15.88333
Tiebo,SN,Africa/Dakar,100289,2006-01-17,14.63333,-16.23333
Thies Nones,SN,Africa/Dakar,252320,2018-07-04,14.78333,-16.966669
Thies,SN,Africa/Dakar,320000,2017-11-19,14.78944,-16.92602
Saint-Louis,SN,Africa/Dakar,176000,2019-09-05,16.017929,-16.48962
Pikine,SN,Africa/Dakar,874062,2012-12-05,14.76457,-17.390711
Kaolack,SN,Africa/Dakar,172305,2016-12-09,14.15197,-16.07259
Dakar,SN,Africa/Dakar,2476400,2019-09-05,14.6937,-17.444059
Mogadishu,SO,Africa/Mogadishu,2587183,2019-09-05,2.0371101,45.34375
Marka,SO,Africa/Mogadishu,230100,2014-05-28,1.71594,44.77166
Kismayo,SO,Africa/Mogadishu,234852,2014-06-01,-.35817,42.545361
Jamaame,SO,Africa/Mogadishu,185270,2018-04-03,.069679998,42.744968
Hargeysa,SO,Africa/Mogadishu,477876,2017-09-27,9.5600004,44.064999
Berbera,SO,Africa/Mogadishu,242344,2019-09-05,10.43959,45.01432
Baidoa,SO,Africa/Mogadishu,129839,2013-09-21,3.1138301,43.649799
Paramaribo,SR,America/Paramaribo,223757,2019-09-05,5.8663802,-55.166821
Winejok,SS,Africa/Juba,300000,2020-08-13,9.0122204,27.57081
Wau,SS,Africa/Juba,127384,2020-07-14,7.7011099,27.989719
Malakal,SS,Africa/Juba,160765,2020-07-14,9.5334196,31.66049
Juba,SS,Africa/Juba,450000,2020-07-12,4.8516502,31.58247
Soyapango,SV,America/El_Salvador,329708,2014-07-20,13.71024,-89.139893
Santa Ana,SV,America/El_Salvador,176661,2019-09-05,13.99417,-89.559723
San Salvador,SV,America/El_Salvador,525990,2019-09-05,13.68935,-89.18718
San Miguel,SV,America/El_Salvador,161880,2013-10-06,13.48333,-88.183327
Santa Tecla,SV,America/El_Salvador,124694,2012-01-06,13.67694,-89.279716
Mejicanos,SV,America/El_Salvador,160317,2019-11-06,13.72397,-89.188004
Apopa,SV,America/El_Salvador,112158,2012-01-18,13.80722,-89.179169
Idlib,SY,Asia/Damascus,128840,2012-01-17,35.930618,36.63393
Homs,SY,Asia/Damascus,775404,2019-09-05,34.726822,36.723389
Hamah,SY,Asia/Damascus,460602,2020-06-10,35.13179,36.757832
Aleppo,SY,Asia/Damascus,1602264,2019-09-05,36.201241,37.161171
Duma,SY,Asia/Damascus,111864,2020-07-28,33.571751,36.402699
Damascus,SY,Asia/Damascus,1569394,2019-09-05,33.510201,36.291279
Deir ez-Zor,SY,Asia/Damascus,242565,2017-01-10,35.33588,40.140839
Ar Raqqah,SY,Asia/Damascus,177636,2017-07-21,35.952831,39.007881
Latakia,SY,Asia/Damascus,340181,2019-09-05,35.531681,35.790112
